duracion_segundos,bytes_enviados,paquetes,intentos_fallidos,puertos_contactados,etiqueta_real,prediccion,puntaje_anomalia
34.175637426050756,5035.278907498758,19.376663412046895,2,3,0,0,0.05654720029502425
45.51016095074124,3538.977370578726,29.64427876792894,1,2,0,0,0.13658017101920544
59.5433865468555,5671.567160458919,50.0066572138121,0,2,0,0,0.14481396325272083
53.791279915428106,4018.2046326414693,49.63206292099123,1,2,0,0,0.16536334923556423
33.64287755479553,4702.006636703974,38.585184047770476,0,3,0,0,0.194789348745747
25.64552051103195,3879.730963719389,51.45215585950057,1,4,0,0,0.11465376671664596
58.95486574876855,3949.4078181852433,55.11463035408356,0,1,0,0,0.15546703161849124
41.37073178394448,3600.6279909345803,37.65826201221504,0,1,0,0,0.18409047951181495
57.70427460339462,5392.838114582871,60.11154930247348,0,1,0,0,0.13891652862007575
27.74520619443144,3771.3568320705185,64.04136589573007,1,4,0,0,0.08385921734971696
55.20293379023947,3868.20748097392,41.24803619676063,0,1,0,0,0.17507775235008294
20.141719937610766,5123.795046536829,42.049100857620935,0,4,0,0,0.1356636799466524
37.05108323096867,2373.3608080123454,69.26716486345522,0,4,0,0,0.036394688459873814
44.051231944902426,4346.833839727565,51.820520657126195,0,0,0,0,0.17669375301191548
94.48101830669316,15684.224980302472,142.91799632298665,12,20,1,1,-0.1600888924508439
37.05534260796556,4680.989142043471,59.227481360999406,0,1,0,0,0.17885255217970353
42.2393094778763,5514.034623144825,48.6873314731752,1,2,0,0,0.16943760892350385
43.11667002065778,3701.25703997811,56.24353359870503,0,4,0,0,0.1485745292708585
35.64593727472409,4675.146709713518,59.816634024625984,0,0,0,0,0.1505531947338789
189.21624029251558,16942.88975678892,202.49694920524712,8,16,1,1,-0.12183123104204596
43.20460319043111,6453.848445748033,51.25508016831036,0,2,0,0,0.15006767016223982
50.98482541242489,3396.8109032978928,52.25095786847997,1,4,0,0,0.12551150497831315
36.767117986665305,6441.577391938953,29.821262533191906,0,1,0,0,0.11800695408929351
37.31844657608979,4280.259028238416,39.494631505084165,0,2,0,0,0.20376152398934916
109.54241987212154,14455.151609384124,220.79106108753152,8,21,1,1,-0.1390532457716458
32.17796670637409,4702.216253176697,47.25307922040942,1,1,0,0,0.17313948339414964
44.284185831580565,3915.6502094405937,46.89706167610396,0,1,0,0,0.19355978744640961
52.80009627506985,4006.1475830331347,40.87002177856566,1,0,0,0,0.136782589393806
56.42357869038818,4311.60869056332,51.687416555925125,1,1,0,0,0.15537665003343298
44.78963337222485,3952.960211615011,44.93478684770542,1,5,0,0,0.11057864140225027
28.876834341063002,3380.5230881478437,33.88542043062968,0,4,0,0,0.12641292684681765
42.23745177723313,4297.830165002678,60.49020151495188,0,2,0,0,0.1799450693739641
34.94818623015684,5829.777072949735,49.72002270919275,0,2,0,0,0.1850958838600802
67.24831429365275,4367.157672331198,37.33343412216652,0,0,0,0,0.11252963592271825
48.03607058596046,4666.212275278418,55.97152711753696,0,1,0,0,0.18397899598529327
44.0134814798443,3852.762012681822,49.54740912141134,0,2,0,0,0.19878888087002056
51.259405671711974,2067.0909363006867,48.868085206892026,0,4,0,0,0.07816798669979447
44.52760591653823,5604.239901495877,48.4005129456889,0,1,0,0,0.18971956874278
33.62803653997819,4519.180483804748,42.95528779013878,2,1,0,0,0.11400195428593118
25.026601816421806,5622.967865406361,34.84905808172131,0,0,0,0,0.12113911038591979
237.32143883410376,20578.794777936055,146.39759857832775,5,14,1,1,-0.15780370454341863
29.148200498747098,4106.28752970893,41.659227690200595,0,3,0,0,0.18908647434287157
51.175361429394385,4854.1368468795745,58.74438093170817,1,1,0,0,0.1418719532348095
49.49238336451656,4457.771479008735,45.599326302663286,1,1,0,0,0.1745663368157907
49.10763064591921,6695.777165705345,39.867864335284146,0,0,0,0,0.09557932235887401
41.33107107651839,2799.4133421490224,35.80615408413577,1,1,0,0,0.1303761323089262
39.57008753068058,4478.080866965115,51.55900776529761,0,4,0,0,0.17289650973785753
22.257736115590873,3598.541991094576,51.21571889856051,0,3,0,0,0.15001687731416025
32.160049209115456,4997.240958975433,36.71502975219754,2,2,0,0,0.1069077901877718
19.477979288120494,4169.858029366781,52.89056687375519,0,3,0,0,0.14604708795642252
47.94556809425256,3267.17731837883,41.42554577189573,1,2,0,0,0.15703238331991293
54.03154708534807,4583.560411027003,35.73301691152689,1,4,0,0,0.12541000655780077
38.85645361135658,5673.906218590337,63.32557043479201,1,4,0,0,0.09609047608508803
37.75754027006369,5975.968076434254,36.81571334057999,0,0,0,0,0.14823833839529837
25.596443115330686,3066.3056398214976,42.76797745365195,0,5,0,0,0.08486161431594497
67.586777483431,3939.6155744389935,34.410924129433994,0,1,0,0,0.1193580800282607
47.14188430524296,5048.22430881646,38.52458194364841,1,1,0,0,0.16921726617392396
21.962284562582724,5313.541356977576,41.915172115441806,1,2,0,0,0.13409565651271127
25.704358033568216,3938.6079353737755,47.62561329001925,0,2,0,0,0.175055817603114
204.50334516788786,20685.500095545594,179.14618791310346,6,11,1,1,-0.1588277042716849
18.89512616292263,6143.408742192242,53.491021107431436,0,4,0,0,0.08314309622766358
50.469487939361734,4505.780042829844,29.83357450579209,1,1,0,0,0.1433717922864272
31.60329390408897,4910.298994873447,29.77640813782109,0,3,0,0,0.15964922273990867
37.57368817079327,4449.807830108065,44.99291405423354,0,0,0,0,0.1802594845949051
24.986637083376365,5387.156996111877,47.11283692279473,0,1,0,0,0.1654753680589608
34.24990914585652,5685.654659070893,44.451059993837134,1,3,0,0,0.14974668797200769
48.182697875515736,3948.806362823606,40.12797078805073,0,1,0,0,0.19106298635381003
33.87980321374304,4921.896830467522,53.132051867479774,1,1,0,0,0.1678642923944756
61.24960762762612,4671.4497118011595,32.67476685231491,0,6,0,0,0.042997461926129854
48.35447637776102,3844.797352893779,65.88442772869925,0,1,0,0,0.13670120569969157
62.18747313934414,4335.393203005644,29.140166877620416,0,2,0,0,0.12417196736037789
35.34758128076819,3697.926997126241,53.20344012612456,1,3,0,0,0.15519679240035833
8.188362299283856,4116.278163415011,53.58451116656666,1,1,0,0,0.08134478318289262
49.75434542606752,4710.407320611673,38.5851309095569,1,2,0,0,0.1742628203970032
45.33115973783248,3539.2203771711543,44.36475425384645,2,1,0,0,0.09655674963483157
55.665745685851945,4652.424741632471,40.299578522404985,1,1,0,0,0.15808847889893024
37.38782556127336,5002.4942212695505,32.495922660302824,0,0,0,0,0.16233564208295131
58.39286695603093,5235.989669280259,49.042947549616976,1,5,0,0,0.07263410202474418
53.434898937214925,4250.868030099971,47.60280506582886,0,2,0,0,0.18676493840702357
16.9747454164115,5194.5288395835105,28.92440135631026,0,2,0,0,0.10853432596000107
160.76053218464028,10378.999638599751,199.8151926131395,9,15,1,1,-0.14145433666942842
32.24112538908968,4276.177986434807,42.69599285794233,0,1,0,0,0.19962032789880962
44.820540665187295,5002.029275716676,34.28946320350951,1,3,0,0,0.1564406156791796
21.767560408551837,4543.974063293133,32.3983523482742,0,3,0,0,0.1497516137109121
49.29560864115204,6074.619068868245,50.57691060725124,1,2,0,0,0.13916456321485554
41.1534493232918,3911.3318851853187,65.12270445700764,1,0,0,0,0.10118902756717685
61.02724532108347,5652.914725561602,54.96858773465808,0,2,0,0,0.1320868640697624
58.277488927235886,4859.719156577377,44.16562030209639,0,2,0,0,0.1720879986682794
54.953022309971544,4601.943369483988,45.382379949600285,0,3,0,0,0.17495526157005376
42.20010406886022,4370.321199850546,33.51205964841344,0,2,0,0,0.1920460194751311
20.469490745402048,4391.1466662529965,50.72057441714144,1,0,0,0,0.1079282173706369
45.90941516809779,3823.2276014350628,42.033925409302014,0,1,0,0,0.1934850685256903
36.13526180553189,4714.9102431238625,39.910363742925014,0,4,0,0,0.17112230928012356
27.969647624346294,3691.3788163880663,48.63631882624968,0,3,0,0,0.1736062706615265
35.185354337369965,3319.3473908848564,56.92507512477975,1,2,0,0,0.14442370839742352
47.80241413550393,4107.252698526088,59.769344261182745,0,1,0,0,0.1701278925299946
23.120066837821334,4661.623603745638,54.02277173786647,1,3,0,0,0.13532736524501782
39.452967803734026,5004.827503147115,38.92124739324182,0,1,0,0,0.1993845739943153
36.61858469367391,3876.8211181135293,40.14694164632132,1,2,0,0,0.1750016865422887
40.167151502955356,4610.403284395316,18.64252260983122,0,1,0,0,0.1283481216923949
26.284356426032524,3737.7347865135052,53.17889658025029,3,0,0,0,0.018767325715356664
47.81669501566957,3019.1411277387974,34.978125442185274,0,4,0,0,0.12431574385080801
41.443547580542784,3168.979588103284,50.345056484805504,0,4,0,0,0.14942352221655514
40.909654698324715,5137.297809019731,25.298961822881644,1,2,0,0,0.1332113215034098
46.18057223567257,5383.588938292435,41.71381524251015,0,2,0,0,0.19441273224855943
26.494131432419483,5295.640856724945,42.45044206446302,0,4,0,0,0.14830634431212858
41.101129318426025,5052.166175457375,37.27122332176391,0,1,0,0,0.19772271869513725
36.49967500248068,5184.373190529867,64.58347454220593,2,1,0,0,0.06814256103109229
40.56878405579697,5339.331748685781,41.304730711666416,0,0,0,0,0.17264100428469648
36.28544272823212,4885.476387486884,22.53110666015395,2,2,0,0,0.07423571939672402
34.80930174616455,5359.77468771346,47.39404500535377,0,3,0,0,0.19069348512204648
58.606005913768925,4221.711830655123,41.64862218828548,0,3,0,0,0.16789981071335575
36.761500776479544,3601.4531047305377,42.21037069668191,0,4,0,0,0.16633326023804051
44.95337112323798,4828.464902219603,39.17241342388418,0,2,0,0,0.19922221002546292
34.64279662539366,3518.1302128063217,48.93797298216251,0,0,0,0,0.161764562768825
46.46692052421591,3913.7787955873537,30.503547803014698,0,2,0,0,0.16711081948851442
34.653969743190736,3831.7764728717566,64.62587190530795,0,2,0,0,0.1554447441643304
56.274880342849876,4678.119705116383,45.895806812552486,0,0,0,0,0.15233274854959034
55.685713051389136,4466.499987141143,40.90717561886896,0,2,0,0,0.18094926441200504
21.721757142594704,5756.115429710961,62.04105516255491,0,1,0,0,0.11574349000985912
33.72567967416078,4466.666882656429,58.414759155308815,1,3,0,0,0.14735031215550104
40.71062120817386,3642.004252567159,50.346290861224354,1,1,0,0,0.16823992563073675
29.232947542170024,4362.7771472575105,52.90625599162769,1,3,0,0,0.14896563836873095
31.44585060787403,4337.5680777684365,36.04653677636976,1,2,0,0,0.167776878977154
44.85978053153147,5727.726386976459,28.568111888458326,0,1,0,0,0.1500566410061357
48.95504279232665,4274.958136860942,36.669439429992416,1,3,0,0,0.16870257934566368
15.016847105395335,3594.111691248323,53.970661968871326,1,2,0,0,0.10047302122579627
41.407928599705386,3411.323083177915,49.72406277880377,3,2,0,0,0.05386669050446735
52.34986764790772,3438.864187956178,61.999573745763804,2,3,0,0,0.05096562804968596
132.9688755047008,22346.002854080634,231.37748211109536,8,23,1,1,-0.17440259723651386
18.843518135647194,5015.324503220543,44.48606276411514,0,1,0,0,0.15370144842287314
37.994583036197746,5639.1370567782305,50.731278132412,0,1,0,0,0.18387499599880808
47.77226245720831,3373.6145182286004,56.73124637586641,0,2,0,0,0.1680420260447505
10.340265998472528,5887.898957311088,39.97025229448657,1,3,0,0,0.0640036992688548
43.73089078717606,3898.718591721256,43.724508796224654,0,1,0,0,0.19438143660188867
42.29318881623884,5400.52408623868,44.04535752910927,0,1,0,0,0.19657791138379682
29.67503961659257,3223.4708403602717,43.68527404328332,1,3,0,0,0.13600708618429802
34.347540332580124,4573.646422692808,61.17212574968624,0,4,0,0,0.14216399088036585
206.4665408061857,11836.06009617092,130.98046083124694,7,17,1,1,-0.13132875735974592
28.53351471279489,5234.163491285367,35.428490851049574,0,2,0,0,0.1737744593398141
13.466376291905377,5479.873757733767,52.21562505126143,0,4,0,0,0.09030095032139462
27.307468852529198,4457.059779472218,43.94051645695864,0,1,0,0,0.18540723509687224
62.22733821410725,4882.911805606468,49.966992232365214,0,1,0,0,0.1575110184035996
42.5975030749837,5752.80205771014,45.1961665769399,0,2,0,0,0.18452720620618557
197.23208943249517,20115.035443892502,180.67300265151243,4,13,1,1,-0.15599727185234546
42.56912492956245,4364.949971670726,51.22207144043402,1,3,0,0,0.17239718966453849
31.87405946185466,5361.0320851151255,53.92597338299309,0,1,0,0,0.18268471840061412
58.2763582768963,5799.388143665934,48.69642192198094,0,4,0,0,0.11969820492679822
23.46796758451491,5977.8136441227325,33.10588107132672,1,0,0,0,0.0733394370591301
33.07874403318001,3977.5288951757493,55.17661466843502,0,8,0,0,0.06048377412716999
40.35707367394894,5400.941483310427,58.2893331953541,0,1,0,0,0.1766380597285016
55.3319787494611,6005.3151481539335,59.84116028535965,0,2,0,0,0.12223003476756489
39.106649010805995,4166.447101122505,54.37570137626558,0,1,0,0,0.19433513832016952
25.8008978480107,5110.1332842053425,42.060330523358175,0,2,0,0,0.1789162050216836
36.41191179440959,4608.028194046436,54.475264621228575,0,2,0,0,0.1988662983834687
30.29807676528175,4065.1321839305633,54.53125045376087,0,2,0,0,0.18755088187028973
38.178578859573,6009.930732668797,30.76042847549855,0,4,0,0,0.12269414510062437
57.73472853689819,4859.300810344751,38.73282775410035,0,6,0,0,0.06708757081470784
200.5858701281424,11458.430436305094,163.81780329766417,3,12,1,1,-0.15715706374513916
20.0684687978081,6039.5520353237325,51.12468794013602,0,3,0,0,0.12522684866553763
56.58590789245032,4643.87075279766,44.685608296252234,1,1,0,0,0.15777623106063043
38.62552185696858,3269.809171426121,51.50450092536139,0,0,0,0,0.15566880434034525
65.10864730822553,4215.232395274678,43.18775826781897,0,1,0,0,0.15024982724173858
49.01664548046147,4900.142401398127,31.73527871688917,1,3,0,0,0.1476840607370813
47.29475811659847,5429.291583907491,49.82066727335386,0,2,0,0,0.19066366043579436
41.595636089762515,4222.769144232833,44.51102816525894,0,2,0,0,0.2048570540738538
37.19035651660983,5505.566248429315,49.477169258102776,0,2,0,0,0.1957080370674148
28.259526668619614,4478.223954248176,49.63184795267585,0,0,0,0,0.16535580550397888
37.34836480560132,5335.056115273113,60.33727709916499,0,3,0,0,0.16564892204841136
43.13266326615867,3081.2470587141756,36.18125348772282,0,2,0,0,0.16280700951006472
59.588935647179625,3893.8584381805185,36.89142488789662,2,1,0,0,0.07586784763334736
36.53609633295834,4491.792903020217,40.792382063189464,0,2,0,0,0.20486752172652783
47.902531272073965,4309.982785055075,39.835703561124284,2,0,0,0,0.08488730644534115
40.339820513565535,4670.623454938869,51.220699903060485,1,1,0,0,0.17890318086399914
29.923337893830688,5877.675749109328,27.741932712094034,0,1,0,0,0.1279695034305579
58.354603833527364,5533.773614485844,35.73618870018461,0,1,0,0,0.15294186458620224
32.80728825467173,5596.885666527585,38.22435347664345,0,1,0,0,0.18602229997593084
39.90432830420059,5096.593141800671,26.538121377619063,0,2,0,0,0.156719635924157
53.71387377418024,4079.068918819298,51.35418030209226,2,2,0,0,0.10203970424161535
44.424079706474814,3918.395421140577,46.83834516322504,1,0,0,0,0.14909745824169224
24.86939254797946,4612.702052383116,43.241455955679285,0,1,0,0,0.18070909614805825
46.84718402311791,4513.219375256277,44.56523050186138,0,2,0,0,0.20159079667091884
46.51072052303158,4902.937704015583,46.429430947637066,0,4,0,0,0.17117141413613568
29.393710765586405,3513.3524217943186,51.70480617241213,0,1,0,0,0.1672528616368789
56.26765430565941,3755.807681364126,38.87763265492249,1,1,0,0,0.15097625625712913
44.28535085814096,2998.2743335101695,31.203818352110694,1,4,0,0,0.0953479836543824
47.32702894340588,4227.138195449152,52.318707042882956,0,1,0,0,0.19483644324004312
29.801867566422498,4020.56924430428,44.54588782067762,0,3,0,0,0.18697185831053775
48.178008368471495,4950.98475294586,31.877808065685937,0,2,0,0,0.17568838018344224
50.22920001755469,3628.4899906227283,30.3247473424756,0,1,0,0,0.1494030568558009
37.5025329957127,4158.785033111261,29.018756481162526,1,2,0,0,0.14938067443626074
53.62678768216719,6561.848315331667,43.37207093927706,0,5,0,0,0.060868613208518996
41.80362113754253,4045.7025708946044,45.819955564135604,0,1,0,0,0.19974896534542597
30.073228677372125,4927.228409591958,46.98948146796494,0,0,0,0,0.16437299907680658
27.28943773733258,3908.795148925744,41.0798736008087,0,4,0,0,0.14981561836088803
27.067062664848326,4411.494335884725,56.143216946688725,1,0,0,0,0.11619338588652073
184.71808411684745,15288.526986475337,262.1941847925267,6,17,1,1,-0.12975949674943255
21.693697948903136,4267.083543599608,39.11133173261304,0,0,0,0,0.14064283327692284
39.52533815372014,5377.677866804187,55.81766727672829,0,2,0,0,0.18682332976339083
62.912999685641566,6031.993450171714,46.76820872139398,0,2,0,0,0.12320980766367451
38.652063403710045,3920.833592657871,38.707366063072115,0,4,0,0,0.16948027035032742
38.69487821851771,5751.1867941155815,57.35782191822154,0,2,0,0,0.173348713840834
33.63398622867367,5875.621583771279,33.83475560051341,0,1,0,0,0.16421914677049237
33.97534930776867,4752.145042937646,42.00161803725119,1,2,0,0,0.17945710011567084
52.70109384219505,3954.9460142368225,51.95537757565778,0,0,0,0,0.15918232066113142
49.20921674983491,4911.077897238405,33.73232531090195,2,2,0,0,0.0955588349711618
31.427782983683585,3564.0846655870223,36.807421402785025,0,1,0,0,0.17155413776731243
26.443517744108583,6802.379357101427,58.814540786904864,0,2,0,0,0.080376945530022
44.60878538727169,4913.974928645205,51.98828420202535,1,1,0,0,0.1749930070673874
20.72264415690913,5274.426139523771,48.437878815498856,0,1,0,0,0.16087995044515963
37.01243021825112,3265.288971361779,49.57772866151886,0,0,0,0,0.15616389636006756
39.10679885079944,4830.558582061207,45.95344199441308,0,1,0,0,0.20150599135167735
42.9200733918723,4234.067713773756,39.608772968510216,2,1,0,0,0.10873568036598413
51.70143680101302,3792.6094855428455,32.88828070719219,1,4,0,0,0.11780947886183929
42.827374697302794,6196.1276753411485,42.69133626155231,0,2,0,0,0.16335832555958657
45.28017340063999,4476.234818736965,42.56616020624982,1,1,0,0,0.18223997266296493
27.902964268991152,5067.7305160993,45.37937835447602,0,2,0,0,0.18544318037568036
52.45047933109479,3958.0091456743976,32.434931057207436,1,3,0,0,0.1439780002344967
47.663109505328485,5150.143222044994,50.646059258936006,2,1,0,0,0.10295239795655348
35.01654503319038,2908.4045709934335,62.19377906207296,0,4,0,0,0.10030936452375039
61.057530183812375,5685.837782047163,22.944339429009307,1,3,0,0,0.06790992947954388
33.83359699195968,5580.372517149983,51.934789119139936,1,1,0,0,0.15481025634701656
46.04855818621413,5147.05797959856,31.340442887994655,1,2,0,0,0.15186512382009082
31.41635548888038,3610.2680035641743,52.15381315441244,0,3,0,0,0.17563988751393633
50.29191547842423,4342.536218974132,30.48824309948441,0,4,0,0,0.137278862402882
33.52288383628766,5398.479808333164,40.569559788715175,0,2,0,0,0.19372520678600463
51.448021161918426,3249.3847799127634,45.40919175395721,0,3,0,0,0.15771498628604902
16.149173024789285,3579.486691321435,49.07052287124535,2,0,0,0,0.02328011417923137
46.263298787402775,5324.694907232233,41.72105283487082,0,1,0,0,0.19502550695773774
48.967523261479144,2705.6379216856903,52.19757942148182,1,3,0,0,0.12241740576970211
40.668698947464335,3838.8675808817557,65.56543564829542,0,1,0,0,0.14616072241783373
37.02977637338194,5227.25201845303,29.35197228637945,0,5,0,0,0.09110813305988125
32.89127290913357,5178.00745899408,32.004187630724026,0,1,0,0,0.17839756604249107
42.93959885330467,4494.536179614096,64.76440584515485,0,1,0,0,0.15975932511284352
22.93295548482791,4754.32195543947,37.41504665299931,0,6,0,0,0.06311213828527112
38.83944265755529,4393.738325708029,33.62314329575183,0,4,0,0,0.16160475462919083
45.68310916762218,6369.073185204757,50.054701591666266,0,2,0,0,0.15503818790132906
23.098464443637283,4182.15033647038,33.103333409096386,1,4,0,0,0.10343974559482694
53.185322223846285,4568.40485227117,51.045153263553665,0,3,0,0,0.18073157988308003
23.821774934731444,4147.41766586056,45.838266279293606,0,0,0,0,0.1493170227086199
53.13029822165139,3770.7728066870573,33.69111564674084,0,3,0,0,0.15900820328476467
45.960569836134795,4282.887547929303,51.969544045107355,1,3,0,0,0.17201428998886198
48.18343565553957,4399.89654478617,40.63280263959405,1,3,0,0,0.17349806335741935
